UF;Nome;CD;Lat;Long;Carga;Energia
RS;São Martinho da Serra;4319125;-53,886278;-29,474808;115393;238110,0224
AC;Sena Madureira;1200500;-69,38157;-9,771175;115231;104578,9952
MG;Rio Paranaíba;3155504;-46,29892;-19,240005;114919;264939,3088
PR;Vitorino;4128708;-52,807797;-26,28122;114618;233790,1256
PR;Missal;4116059;-54,241281;-25,095572;113886;243692,1929
PR;Santa Terezinha de Itaipu;4124053;-54,427373;-25,456645;113690;263435,4818
GO;Morrinhos;5213806;-49,129265;-17,774764;113647;226323,9309
PR;Nova Prata do Iguaçu;4117255;-53,378308;-25,5908;113522;245001,6752
GO;Montes Claros de Goiás;5213707;-51,579186;-15,914538;113190;223998,336
RS;Soledade;4320800;-52,537333;-28,839425;113128;229493,84
PI;Bom Jesus;2201903;-44,540258;-9,245794;113046;244539,0908
SC;Itaiópolis;4208104;-49,89158;-26,471974;112540;244068,128
PR;Santa Cruz de Monte Castelo;4123303;-53,36294;-23,08495;112351;157925,8596
PR;Verê;4128609;-52,958381;-25,87509;111877;247119,7888
PR;Paranavaí;4118402;-52,51062;-22,921259;111768;95524,30632
PR;Floresta;4107900;-52,090076;-23,607224;111581;250183,4578
PR;Santo Antônio da Platina;4124103;-50,085639;-23,296668;111098;253654,2048
PR;Reserva do Iguaçu;4121752;-51,963708;-25,867781;110886;249539,0104
RS;Colorado;4305603;-52,991308;-28,47275;110838;245434,7024
PR;Serranópolis do Iguaçu;4126355;-54,027558;-25,476955;110176;245057,7175
SP;Miguelópolis;3529708;-48,105485;-20,184703;110112;236025,3274
PR;Wenceslau Braz;4128500;-49,784504;-23,855117;109954;250177,392
RS;Barracão;4301800;-51,438667;-27,723286;109903;227619,3696
PR;Iporã;4110607;-53,719832;-24,045116;109880;199120,352
RS;Doutor Maurício Cardoso;4306734;-54,366962;-27,487031;109618;249262,7368
RS;Ronda Alta;4316105;-52,749408;-27,811229;108535;231886,9264
PR;Matelândia;4115606;-53,906007;-25,351046;108382;240176,7268
RS;Aceguá;4300034;-54,138993;-31,690953;108188;230270,0582
PR;Ibiporã;4109807;-51,037761;-23,236408;108135;244497,2438
PR;Francisco Beltrão;4108403;-53,132582;-26,047689;107914;225286,9216
AC;Feijó;1200302;-70,744779;-8,924464;107472;99395,3664
MT;Barra do Garças;5101803;-52,497603;-15,361659;107295;216387,1358
PR;Goioxim;4108650;-51,99452;-25,129926;107230;229407,8928
RS;São Vicente do Sul;4319802;-54,754208;-29,709952;106945;225186,9984
RS;Capivari do Sul;4304671;-50,511894;-30,134824;106470;234404,9124
MS;Eldorado;5003751;-54,225043;-23,737822;106233;189983,0604
PR;Honório Serpa;4109658;-52,372586;-26,162763;106223;228254,3292
SP;Pilar do Sul;3537909;-47,728146;-23,856402;105970;244564,048
PR;Apucarana;4101408;-51,446119;-23,572267;105790;247346,1924
PA;Novo Progresso;1505031;-55,612026;-8,062277;105766;208054,1824
PR;São João do Ivaí;4125001;-51,848082;-23,992635;105551;231595,9552
RS;Canguçu;4304507;-52,66961;-31,217491;105029;235012,1216
SC;Campo Erê;4203501;-53,130041;-26,450292;104466;227050,4472
PR;São Jerônimo da Serra;4124707;-50,778411;-23,716243;104464;252615,7722
PR;Alto Paraná;4100608;-52,323577;-23,076094;104341;90615,72888
RS;Capão Bonito do Sul;4304622;-51,389068;-28,152703;104120;225758,48
RS;Encruzilhada do Sul;4306908;-52,672238;-30,630028;103718;207206,7136
SP;São Pedro do Turvo;3550506;-49,772314;-22,67894;103319;174194,1379
GO;Portelândia;5218102;-52,704535;-17,35127;103225;217161,648
PA;Marabá;1504208;-50,01696;-5,6298;103210;117708,668
MG;Três Corações;3169307;-45,204893;-21,686406;103160;233088,48
PR;Marilândia do Sul;4114906;-51,283618;-23,773326;103027;247729,2466
PR;Maria Helena;4114708;-53,221505;-23,582352;102939;86530,8664
PR;Cândido de Abreu;4104402;-51,253263;-24,645471;102812;223391,0848
GO;Formosa;5208004;-47,247576;-15,307706;102392;210793,6304
PR;Pranchita;4120358;-53,72119;-25,966263;102202;235237,5576
MG;Formoso;3126208;-46,158482;-15,1297;102128;204047,2112
RS;Agudo;4300109;-53,226636;-29,608381;101559;176495,7416
TO;Mateiros;1712702;-46,501214;-10,576166;101438;204948,544
PR;Jaguariaíva;4112009;-49,705153;-24,330788;100784;226890,1936
PR;Três Barras do Paraná;4127858;-53,224627;-25,438872;100699;213591,3368
PR;Rio Bonito do Iguaçu;4122156;-52,608523;-25,546612;100382;212081,9289
GO;Pontalina;5217708;-49,538141;-17,531138;100370;201100,0416
PR;Bandeirantes;4102406;-50,346444;-23,160881;100360;227987,1712
MA;Alto Parnaíba;2100501;-46,213151;-9,508405;100275;207910,0945
PR;Fênix;4107702;-52,029772;-23,901114;100189;220411,5264
PR;Astorga;4102109;-51,699712;-23,250014;99848;220172,7467
RS;Salto do Jacuí;4316451;-53,254344;-29,068182;99274;211753,2448
RS;Seberi;4320206;-53,362514;-27,501152;99107;206240,8544
MT;Santa Cruz do Xingu;5107743;-52,543628;-10,065333;99030;204736,4568
MG;Campo Florido;3111408;-48,647837;-19,713413;98828;214675,6096
MG;Formiga;3126109;-45,516428;-20,553682;98726;215958,9709
PR;Ouro Verde do Oeste;4117453;-53,909682;-24,793795;98435;220441,791
RS;Nonoai;4312708;-52,857262;-27,369496;98246;209162,5712
RS;Barra do Ribeiro;4301909;-51,357611;-30,373924;98111;213890,6268
AC;Mâncio Lima;1200336;-73,438975;-7,504445;98066;83831,95968
RS;Sarandi;4320107;-52,895927;-27,941594;97849;215790,5632
SP;Itaporanga;3522802;-49,458491;-23,672949;97682;217117,048
PA;Oeiras do Pará;1505205;-49,90233;-2,278919;96346;80653,97248
AM;Tefé;1304203;-65,531536;-4,470111;96305;80511,184
AC;Tarauacá;1200609;-71,444934;-8,239445;96289;91403,0368
GO;Itumbiara;5211503;-49,418183;-18,353438;96267;195127,088
BA;Cocos;2908101;-45,219943;-14,496925;96215;179411,5068
PA;Juruti;1503903;-56,221374;-2,622876;96040;79946,40512
PR;Alto Paraíso;4128625;-53,824646;-23,538839;96027;80152,32176
PR;Campo Largo;4104204;-49,618738;-25,29242;96025;202250,6248
RS;Sananduva;4316600;-51,80027;-27,957323;95505;203086,733
PR;Arapongas;4101507;-51,428245;-23,440803;95448;219500,8136
MG;Buritizeiro;3109402;-45,19181;-17,286053;94861;190539,076
MG;São João del Rei;3162500;-44,274429;-21,263147;94825;220011,0688
GO;Edealina;5207352;-49,741895;-17,421849;94484;190817,017
PR;Quedas do Iguaçu;4120903;-52,954999;-25,457415;94442;196233,2909
PR;Mercedes;4115853;-54,186874;-24,433535;94113;179133,6408
PR;Cerro Azul;4105201;-49,279716;-24,875369;93972;155338,676
GO;Vicentinópolis;5222054;-49,872794;-17,724574;93699;191419,2832
PR;Itapejara d'Oeste;4111209;-52,823922;-25,986199;93547;200291,6572
PR;São Pedro do Iguaçu;4125753;-53,890731;-24,906504;93406;202080,6928
TO;Pium;1717503;-49,872654;-10,21028;93386;196475,4828
PR;Itaipulândia;4110953;-54,358217;-25,155826;93062;203920,3007
PR;Planalto;4119806;-53,70777;-25,737234;93004;197025,5944
PR;Laranjeiras do Sul;4113304;-52,382073;-25,345685;92451;197672,3142
MG;Cabeceira Grande;3109451;-47,123718;-16,076374;92130;200577,832
GO;Flores de Goiás;5207907;-46,904648;-14,651799;91847;201964,6752
SC;Chapecó;4204202;-52,650323;-27,124976;91645;202356,328
MG;Santa Juliana;3157708;-47,509102;-19,380275;91580;202011,416
SC;São Domingos;4216107;-52,554401;-26,539291;91446;188141,4264
AC;Cruzeiro do Sul;1200203;-72,754879;-7,971938;91257;79893,94176
RS;São José do Ouro;4318606;-51,56038;-27,772403;91244;191556,9008
TO;Porto Nacional;1718204;-48,496692;-10,544352;91193;185035,1998
PR;Terra Rica;4127304;-52,681652;-22,729412;91025;82072,8364
GO;Quirinópolis;5218508;-50,529197;-18,437298;91005;188222,279
PR;Ivaiporã;4111506;-51,628918;-24,282663;90712;213801,5306
GO;Itaberaí;5210406;-49,823959;-16,080806;90685;189255,6928
PA;São Miguel do Guamá;1507607;-47,611221;-1,552667;90560;75607,552
PR;Santo Antônio do Sudoeste;4124400;-53,633207;-26,066613;90552;193026,4952
AC;Marechal Thaumaturgo;1200351;-72,559326;-9,095973;90512;76916,88064
PA;Santa Maria do Pará;1506609;-47,521642;-1,374485;90394;75807,5616
AM;Manicoré;1302702;-61,446612;-6,459438;90000;74880
SC;Curitibanos;4204806;-50,617573;-27,29309;89950;191462,08
MS;Juti;5005152;-54,489419;-22,774861;89905;161647,7104
MA;Sambaíba;2109700;-45,556269;-7,431833;89898;184796,1638
PR;Guairaçá;4108908;-52,740099;-22,922865;89677;75351,6384
RS;Eldorado do Sul;4306767;-51,498944;-30,078266;89574;193057,2522
RS;Quevedos;4315321;-54,065491;-29,30964;89398;179960,872
PR;Sengés;4126306;-49,456521;-24,248744;89327;200997,763
RS;Erval Seco;4307302;-53,519761;-27,513293;89286;190215,8848
PR;Cantagalo;4104451;-52,1314;-25,287154;88911;185584,9068
RO;Cabixi;1100031;-60,639807;-13,474878;88687;184690,1692
MG;Indianópolis;3130705;-47,849646;-18,952299;88623;194088,0499
GO;Bela Vista de Goiás;5203302;-48,911581;-16,957451;88548;170676,6256
RS;Bom Jesus;4302303;-50,423287;-28,598315;88437;198398,0544
PR;Boa Ventura de São Roque;4103040;-51,568761;-24,857079;88417;189316,7424
PR;Ivaí;4111407;-50,859871;-24,987178;88410;183381,1056
MT;Campinápolis;5102603;-53,128882;-14,374118;88316;175218,2754
PR;Andirá;4101101;-50,27156;-23,017946;87828;186942,64
GO;Turvelândia;5221551;-50,312667;-17,754201;87760;174423,1
SC;Campo Belo do Sul;4203402;-50,771678;-27,846824;87480;192205,728
RS;Ibiaçá;4309803;-51,787164;-28,102316;87480;186534,3424
MS;Terenos;5008008;-55,0248;-20,446933;87358;181157,2131
MT;Rosário Oeste;5107701;-55,942185;-14,772746;87266;180770,88
RS;Santana da Boa Vista;4317004;-53,177004;-30,817039;86780;175195,1744
SC;Papanduva;4212205;-50,171385;-26,498703;86646;188827,3728
MA;Riachão;2109502;-46,652319;-7,597757;86532;178369,2458
PR;Marmeleiro;4115408;-53,093056;-26,246478;86512;178591,7608
PR;Mariópolis;4115309;-52,580758;-26,336077;86286;180848,9856
RS;Guarani das Missões;4309506;-54,58653;-28,168035;86250;185874
PR;Congonhinhas;4106001;-50,503872;-23,605706;85943;205099,3886
PR;Arapuã;4101655;-51,815311;-24,344029;85857;208233,3926
GO;Joviânia;5212105;-49,61862;-17,795604;85367;174174,4016
RS;Almirante Tamandaré do Sul;4300471;-52,907474;-28,130489;85303;188588,1084
PR;Terra Boa;4127205;-52,388059;-23,696671;85184;154374,2515
PR;Ourizona;4117404;-52,231345;-23,459738;84875;187989,5443
RS;Quatro Irmãos;4315313;-52,470949;-27,843069;84785;184468,8588
MG;Romaria;3156403;-47,562557;-18,903532;84627;192756,1363
PR;Ivatuba;4111605;-52,177443;-23,599112;84583;190009,1564
TO;Peixe;1716604;-48,555247;-11,996696;84241;166022,528
MA;São Raimundo das Mangabeiras;2111607;-45,69093;-7,01367;84064;188990,2392
MG;Madre de Deus de Minas;3139102;-44,332147;-21,484977;83875;192548,416
TO;Silvanópolis;1720655;-48,007509;-11,132116;83667;174311,7836
SP;Rancharia;3542206;-50,92833;-22,282764;83628;169336,3472
RS;Lavras do Sul;4311502;-54,153655;-30,772118;83605;178479,1827
PR;Guaraniaçu;4109302;-52,865098;-25,054407;83579;187558,3736
RS;Ajuricaba;4300208;-53,737238;-28,210242;83228;186550,0792
RS;Victor Graeff;4323200;-52,685231;-28,550123;83170;184900,96
RS;Caçapava do Sul;4302808;-53,47794;-30,593423;83154;158074,9184
SP;Ribeirão do Sul;3543204;-49,92265;-22,751662;83097;148022,5549
RS;Campinas do Sul;4303806;-52,657459;-27,73626;82814;181765,6768
RS;Quaraí;4315305;-56,152333;-30,279771;82568;180776,8218
RS;Augusto Pestana;4301503;-54,006783;-28,534361;82531;178263,8659
SP;Birigui;3506508;-50,350973;-21,261606;82272;180659,7792
SP;Angatuba;3502200;-48,459334;-23,436842;82134;179777,2099
MT;Vila Bela da Santíssima Trindade;5105507;-59,990077;-15,189498;82125;173758,3574
PR;Ariranha do Ivaí;4101853;-51,540724;-24,377298;81455;195472,6554
MT;Ribeirãozinho;5107198;-52,760219;-16,493936;81162;173891,3754
SC;Forquilhinha;4205456;-49,493227;-28,781622;81080;179457,8016
MS;Douradina;5003504;-54,587797;-22,013829;80954;178844,5475
RS;Dilermando de Aguiar;4306379;-54,163246;-29,813892;80931;164672,0029
RS;Boa Vista das Missões;4302154;-53,341504;-27,701836;80910;181074
PR;Pérola;4118907;-53,707063;-23,830794;80629;67903,4104
SC;Fraiburgo;4205506;-50,872056;-27,037486;80610;181220,832
MS;Jateí;5005103;-53,957378;-22,70658;79746;162609,6456
PR;Floraí;4107801;-52,348417;-23,332732;79731;163889,8876
MS;Guia Lopes da Laguna;5004106;-55,996427;-21,538489;79690;174923,7612
PR;Cruzeiro do Sul;4106704;-52,162488;-22,988013;79600;80710,23896
RS;Campo Novo;4304002;-53,824162;-27,668338;79289;180722,4304
PR;Nova Fátima;4117008;-50,53847;-23,418505;79063;181964,4005
MS;Sete Quedas;5007703;-55,027273;-23,880664;78836;160641,6368
RS;Dois Irmãos das Missões;4306429;-53,495668;-27,676583;78605;171442,3832
PR;Barbosa Ferraz;4102505;-52,046696;-24,082351;78125;166698,9992
PR;Santa Izabel do Oeste;4123808;-53,42304;-25,783583;77937;166703,6328
PR;Tapira;4126900;-53,134085;-23,329104;77810;68309,24528
SP;Aguaí;3500303;-47,04032;-22,049956;77810;170604,58
PR;Fernandes Pinheiro;4107736;-50,510296;-25,51661;77806;162977,8048
SC;Turvo;4218806;-49,703684;-28,903109;77770;172577,8944
MA;Brejo;2102101;-42,828455;-3,687142;77741;146463,8669
PR;Mallet;4113908;-50,856207;-25,887061;77413;160148,3004
PR;Rancho Alegre;4121307;-50,919375;-23,079955;77163;171276,0392
PR;Cruzeiro do Oeste;4106605;-53,083726;-23,758835;77060;84733,3824
PR;Rio Azul;4122008;-50,798388;-25,721651;76716;158546,1332
MS;Deodápolis;5003454;-54,151311;-22,156444;76605;137901,5348
MT;Alto Boa Vista;5100359;-51,749163;-11,81022;76576;147092,94
PR;São Sebastião da Amoreira;4126009;-50,722514;-23,455337;76541;180866,6724
PA;Bragança;1501709;-46,765221;-1,197532;76515;65227,6608
MT;Santo Afonso;5107263;-57,344227;-14,450917;76365;167219,904
PR;Guapirama;4109005;-50,07695;-23,467984;76295;175836,423
PR;Jussara;4113007;-52,447782;-23,636984;76290;159358,254
RS;Caibaté;4303301;-54,655164;-28,335375;76253;168363,7635
RS;Tucunduva;4322103;-54,430729;-27,639394;76109;170817,2493
PR;Quatro Pontes;4120853;-53,976534;-24,571742;76060;168119,3736
GO;Edéia;5207402;-49,964259;-17,476725;75900;157947,624
SC;Irineópolis;4207908;-50,760717;-26,357478;75750;167553,456
PA;Belterra;1501451;-54,99285;-3,191127;75659;149686,6784
PA;Aurora do Pará;1500958;-47,726353;-2,231179;75632;63811,01312
PR;Salto do Lontra;4123006;-53,28706;-25,775389;75577;157918,6032
PI;Santa Filomena;2209203;-45,67534;-8,990829;75330;158842,2478
GO;Palmeiras de Goiás;5215702;-49,945907;-16,809003;75211;153694,5984
RS;Formigueiro;4308409;-53,505978;-29,97598;75191;158920,2153
PR;Doutor Camargo;4107306;-52,214813;-23,561185;75147;167708,515
PA;Trairão;1508050;-56,003467;-5,130225;75010;76317,952
GO;Planaltina;5217609;-47,75156;-15,283774;74865;148204,5024
RS;Santo Cristo;4317905;-54,710845;-27,798337;74617;136655,3576
RS;Horizontina;4309605;-54,298074;-27,590696;74382;161718,5904
SC;Água Doce;4200408;-51,612303;-26,764537;73914;155194,1232
SP;Platina;3539707;-50,212735;-22,625224;73884;137207,9754
PA;Altamira;1500602;-53,886682;-6,486171;73875;85551,592
RS;André da Rocha;4300661;-51,505466;-28,59534;73529;156728,8224
MT;Terra Nova do Norte;5108055;-54,977855;-10,507035;73451;152873,366
MT;Pontes e Lacerda;5106752;-59,458576;-15,517186;73209;155609,7656
RS;Santo Antônio do Planalto;4317756;-52,681467;-28,365094;72728;157404,2656
PR;Pérola d'Oeste;4119004;-53,758892;-25,849866;72715;158925,3992
RS;Saldanha Marinho;4316436;-53,094311;-28,386748;72585;157129,218
RS;Nova Ramada;4313334;-53,703545;-28,076412;72527;159684,3872
RR;Bonfim;1400159;-60,100185;2,787101;72507;150931,4624
PR;Nova Esperança;4116901;-52,250893;-23,19142;72378;85138,01816
MS;Miranda;5005608;-56,597802;-20,120381;72377;154402,1796
PA;Ipixuna do Pará;1503457;-47,921546;-2,805778;72360;66108,108
MG;São Romão;3164209;-45,4063;-16,389449;72074;142917,52
PR;São Jorge d'Oeste;4125209;-52,940054;-25,655898;72047;154854,9108
RS;Tapera;4321006;-52,861461;-28,661408;71922;155243,0944
GO;Doverlândia;5207253;-52,493458;-16,804813;71850;153228,24
SP;Moji Mirim;3530805;-46,988383;-22,451348;71772;103375,2816
SC;Meleiro;4210803;-49,601997;-28,841601;71765;159111,872
PR;Tamarana;4126678;-51,051974;-23,822241;71545;156800,0493
RS;Tenente Portela;4321402;-53,764163;-27,37267;71340;161242,208
PR;Icaraíma;4109906;-53,585619;-23,373609;71051;67898,4468
RS;Tuparendi;4322301;-54,554557;-27,7065;70969;154670,6432
PR;Altônia;4100509;-53,948844;-23,902558;70807;78601,162
RS;Redentora;4315404;-53,633276;-27,573129;70692;156119,7504
MT;Nortelândia;5106000;-56,719537;-14,34798;70650;144927,072
TO;Monte do Carmo;1713601;-48,017263;-10,748399;70470;145065,18
RS;Novo Machado;4313425;-54,53697;-27,544941;70434;159790,1392
PR;Moreira Sales;4116109;-53,005571;-24,02444;70398;136907,1533
AL;Arapiraca;2700300;-36,641007;-9,749289;70256;58611,46368
RS;Rolador;4315958;-54,83444;-28,255172;70249;156433,1904
MG;Alfenas;3101607;-45,96625;-21,388689;70200;156599,88
MG;Lagoa Formosa;3137502;-46,336777;-18,769534;70140;139388,336
RS;Garruchos;4308656;-55,538689;-28,233862;70125;153353,9386
GO;Santa Rita do Araguaia;5219407;-53,069448;-17,244664;69750;155441,376
PR;São José das Palmeiras;4125456;-54,119572;-24,815472;69637;89019,5328
SC;Palmitos;4212106;-53,17978;-27,092186;69609;154949,376
SP;Morro Agudo;3531902;-48,153327;-20,688724;69522;146176,3627
PR;Turvo;4127965;-51,478089;-25,011694;69420;147217,6132
AM;Uarini;1304260;-65,41079;-3,165656;69234;57636,71936
PR;Santa Isabel do Ivaí;4123709;-53,240716;-23,114497;69197;100983,6101
RS;São Nicolau;4319208;-55,248124;-28,203121;69137;152162,706
SC;Xanxerê;4219507;-52,409777;-26,872335;68955;149261,286
PR;Jundiaí do Sul;4112900;-50,232169;-23,473459;68870;156906,4552
PA;Cumaru do Norte;1502764;-51,221037;-8,458172;68782;133913,0016
MA;Loreto;2106102;-45,219808;-7,220659;68621;143171,1054
PR;Japurá;4112405;-52,541182;-23,438844;68579;133552,0608
RS;São Martinho;4319109;-53,953408;-27,729131;68450;153960,8816
MT;Nova Santa Helena;5106190;-54,906272;-10,920282;68400;144279,288
PR;Faxinal;4107603;-51,284876;-24,003339;68147;156373,6222
RS;Água Santa;4300059;-52,051327;-28,214372;68096;144976,952
PI;Gilbués;2204402;-45,40767;-9,621898;68082;143368,0178
MG;Bambuí;3105103;-45,998876;-20,110955;67976;150231,4472
RS;Tapejara;4320909;-52,010658;-28,058581;67718;142731,0656
PA;Cametá;1502103;-49,513572;-2,253062;67548;56656,8192
MT;Planalto da Serra;5106455;-54,672325;-14,590707;67434;139553,8368
PA;Mojuí dos Campos;1504752;-54,575153;-3,07044;67300;127724,472
PA;Redenção;1506138;-50,198124;-8,069329;67296;90638,4064
PR;Capitão Leônidas Marques;4104600;-53,592987;-25,470321;67007;146681,1328
SP;Salto Grande;3545407;-49,960755;-22,870874;66974;143337,752
RS;São Pedro do Sul;4319406;-54,23788;-29,611529;66801;136007,7869
PR;Uraí;4128401;-50,829918;-23,216332;66600;149787,6902
SP;Mogi Guaçu;3530706;-47,028967;-22,232094;66510;106530,0864
PR;Contenda;4106209;-49,526122;-25,719124;66440;142754,816
MA;Santa Luzia;2110005;-45,928331;-4,27051;66333;106641,0096
RS;Piratini;4314605;-53,103227;-31,438939;66260;137546,6688
RS;Getúlio Vargas;4308904;-52,180307;-27,852579;66111;141076,5516
PR;Ribeirão do Pinhal;4121901;-50,374303;-23,448263;65710;147873,1414
RS;Pinhal Grande;4314472;-53,335808;-29,291898;65586;133753,2648
PR;Borrazópolis;4103305;-51,591979;-23,93918;65547;149221,4285
RS;Jacuizinho;4310876;-53,014127;-29,035346;65532;138520,8304
SC;Lages;4209300;-50,340862;-28,020119;65522;143488,0448
PA;Santa Maria das Barreiras;1506583;-50,31437;-8,633788;65273;120625,92
MS;Iguatemi;5004304;-54,538313;-23,434244;65113;105148,554
TO;Dueré;1707306;-49,390747;-11,428519;65078;137439,4864
